time,accel.x,accel.y,accel.z,rate.x,rate.y,rate.z,yaw,yaw_c,pitch,roll
990,-0.038582,0.028712,9.839180,0.006207,-0.002356,-0.001593,3.645584,3.645584,-10.136913,28.829056
991,0.008075,0.053835,9.833797,-0.003381,0.002971,0.001603,3.647784,3.647784,-10.135893,28.829771
992,0.044862,0.063704,9.878658,0.001946,-0.004486,-0.006919,3.648125,3.648125,-10.135668,28.828512
993,0.041273,0.059218,9.889425,-0.002315,0.000840,0.003734,3.647641,3.647641,-10.136664,28.827644
994,0.090622,0.064602,9.892118,-0.001250,-0.000225,0.002668,3.646950,3.646950,-10.137267,28.828018
995,0.046657,0.076266,9.850844,0.001946,0.002971,0.002668,3.647304,3.647304,-10.136774,28.828222
996,0.048451,0.081649,9.806879,-0.007642,0.006167,0.003734,3.647548,3.647548,-10.136218,28.827215
997,-0.000897,0.091519,9.852638,0.004076,-0.005552,-0.004789,3.647221,3.647221,-10.137438,28.828629
998,0.081649,0.057424,9.770092,0.013664,-0.006617,0.002668,3.648107,3.648107,-10.138762,28.829348
999,0.034095,0.094211,9.822132,-0.003381,0.002971,0.000538,3.646370,3.646370,-10.139215,28.830515
1000,0.034095,0.029609,9.825721,-0.002315,-0.002356,0.000538,3.646692,3.646692,-10.140787,28.830835
1001,0.049348,0.033198,9.859817,0.003011,0.007232,0.000538,3.647629,3.647629,-10.138247,28.829468
1002,0.068191,0.098697,9.861611,0.000881,-0.002356,-0.000528,3.649085,3.649085,-10.137794,28.829832
1003,0.039479,0.083444,9.831104,0.000881,-0.005552,-0.000528,3.647351,3.647351,-10.138250,28.832102
1004,0.026917,0.065499,9.897501,-0.000185,-0.002356,-0.004789,3.646148,3.646148,-10.140521,28.835123
1005,0.047554,0.085238,9.880453,-0.006577,0.005101,0.006929,3.645917,3.645917,-10.142072,28.834332
1006,0.012561,0.077163,9.875967,-0.005511,0.006167,-0.001593,3.646779,3.646779,-10.138655,28.832365
1007,0.099594,0.109464,9.826618,0.003011,-0.005552,-0.000528,3.647183,3.647183,-10.139580,28.833288
1008,0.009870,0.057424,9.866995,-0.002315,-0.001290,-0.000528,3.645245,3.645245,-10.139645,28.834501
1009,0.010767,0.079855,9.878658,-0.000185,0.007232,0.000538,3.644684,3.644684,-10.139762,28.834486
1010,0.026020,0.034095,9.932493,-0.000185,0.012559,-0.001593,3.647121,3.647121,-10.137065,28.833345
1011,0.042170,-0.002692,9.854433,-0.001250,-0.003421,-0.001593,3.646873,3.646873,-10.136381,28.834621
1012,0.050246,0.029609,9.850844,-0.001250,-0.005552,-0.000528,3.647550,3.647550,-10.136065,28.833183
1013,-0.039479,0.022431,9.859817,-0.005511,0.002971,-0.003723,3.646488,3.646488,-10.136330,28.831446
1014,0.048451,0.122922,9.868789,-0.000185,-0.001290,-0.003723,3.644776,3.644776,-10.136240,28.830296
1015,0.057424,0.104080,9.910062,-0.001250,0.008297,-0.003723,3.645650,3.645650,-10.137833,28.831491
1016,0.052937,0.082546,9.825721,0.000881,-0.002356,-0.003723,3.645618,3.645618,-10.137267,28.832489
1017,0.115745,0.052040,9.904678,-0.002315,0.000840,-0.001593,3.643215,3.643215,-10.139163,28.832932
1018,0.005383,0.038582,9.866097,-0.003381,0.007232,-0.000528,3.643040,3.643040,-10.139355,28.832008
1019,0.049348,0.027815,9.855330,0.001946,-0.004486,0.001603,3.642857,3.642857,-10.141068,28.832779
1020,-0.021534,0.018842,9.834694,-0.009772,-0.004486,0.004799,3.641662,3.641662,-10.141816,28.831789
1021,-0.016150,0.037684,9.875967,-0.002315,-0.004486,0.001603,3.641922,3.641922,-10.142242,28.828474
1022,0.119333,0.040376,9.853536,-0.002315,-0.002356,-0.002658,3.640528,3.640528,-10.145105,28.830189
1023,0.033198,0.077163,9.888528,0.001946,-0.004486,0.001603,3.641345,3.641345,-10.148057,28.830667
1024,0.026020,0.043965,9.850844,-0.007642,0.002971,0.001603,3.641241,3.641241,-10.147871,28.832039
1025,-0.009870,0.088827,9.867891,0.004076,0.007232,0.007995,3.644510,3.644510,-10.146461,28.831966
1026,-0.015253,0.072677,9.884042,0.004076,0.006167,0.002668,3.644637,3.644637,-10.147373,28.834154
1027,0.013459,0.077163,9.840975,-0.000185,-0.001290,-0.001593,3.645321,3.645321,-10.145526,28.831848
1028,0.059218,0.077163,9.902884,0.000881,0.005101,-0.000528,3.645084,3.645084,-10.144571,28.832148
1029,0.081649,0.106772,9.939672,-0.002315,0.000840,-0.005854,3.644928,3.644928,-10.141717,28.828547
1030,0.074471,0.073574,9.846358,-0.005511,-0.002356,-0.005854,3.644186,3.644186,-10.140902,28.827713
1031,0.063704,-0.008075,9.824824,-0.000185,0.001906,-0.003723,3.644238,3.644238,-10.139687,28.828936
1032,0.005383,0.031404,9.836488,-0.001250,0.004036,-0.004789,3.645153,3.645153,-10.138939,28.827806
1033,0.033198,-0.000897,9.857124,-0.000185,0.002971,-0.000528,3.646141,3.646141,-10.137818,28.824245
1034,0.026917,0.041273,9.924418,-0.000185,0.006167,-0.000528,3.647921,3.647921,-10.136292,28.823824
1035,0.060115,0.046657,9.890323,-0.001250,0.005101,0.001603,3.649271,3.649271,-10.137033,28.824566
1036,0.000897,0.069088,9.853536,0.004076,-0.006617,0.002668,3.649661,3.649661,-10.136975,28.823784
1037,-0.043965,0.111258,9.917240,-0.004446,-0.003421,0.006929,3.649567,3.649567,-10.140543,28.823566
1038,0.026020,0.113053,9.872378,-0.002315,0.004036,0.001603,3.651480,3.651480,-10.139782,28.823847
1039,0.061910,0.090622,9.864303,0.004076,0.001906,-0.005854,3.650824,3.650824,-10.139572,28.823980
1040,0.053835,0.073574,9.864303,-0.004446,0.013624,-0.003723,3.650965,3.650965,-10.136181,28.821413
1041,0.004486,0.061013,9.840077,-0.002315,0.012559,-0.002658,3.648972,3.648972,-10.133577,28.821058
1042,0.005383,0.073574,9.798804,-0.001250,0.004036,-0.006919,3.648760,3.648760,-10.133330,28.821234
1043,0.008075,0.031404,9.814057,0.006207,-0.000225,0.006929,3.649206,3.649206,-10.131913,28.821053
1044,0.013459,0.002692,9.891220,-0.007642,0.000840,-0.000528,3.649790,3.649790,-10.132516,28.820959
1045,0.005383,0.064602,9.799701,0.001946,-0.005552,-0.001593,3.649879,3.649879,-10.132987,28.822170
1046,0.002692,0.053835,9.897501,0.004076,-0.005552,0.000538,3.650850,3.650850,-10.134913,28.823599
1047,0.046657,0.129203,9.822132,0.007272,0.001906,-0.004789,3.649904,3.649904,-10.133709,28.825233
1048,0.034993,0.077163,9.939672,-0.001250,0.004036,-0.003723,3.649500,3.649500,-10.132804,28.825085
1049,0.004486,0.062807,9.921726,-0.002315,0.000840,-0.006919,3.648281,3.648281,-10.132842,28.825926
1050,0.043965,0.103183,9.816749,-0.000185,0.009363,0.000538,3.648787,3.648787,-10.131317,28.824389
1051,0.017945,0.032301,9.819441,0.000881,-0.002356,0.000538,3.647460,3.647460,-10.131295,28.824999
1052,0.000000,-0.044862,9.854433,0.000881,-0.002356,-0.000528,3.646335,3.646335,-10.130411,28.825211
1053,0.052040,0.079855,9.899295,0.003011,0.001906,0.001603,3.646457,3.646457,-10.128819,28.826061
1054,0.023328,0.036787,9.906473,0.006207,-0.013009,0.000538,3.645684,3.645684,-10.130074,28.826937
1055,0.023328,0.083444,9.881351,-0.001250,0.001906,0.002668,3.646638,3.646638,-10.129765,28.826414
1056,0.070882,0.083444,9.860714,0.003011,-0.009813,0.002668,3.647471,3.647471,-10.129669,28.826162
1057,0.048451,0.144456,9.875967,0.003011,-0.003421,0.000538,3.647382,3.647382,-10.130462,28.825708
1058,0.043068,0.072677,9.849050,0.003011,-0.002356,0.003734,3.648422,3.648422,-10.130758,28.825916
1059,0.035890,0.100491,9.870584,0.001946,-0.004486,0.003734,3.648390,3.648390,-10.130193,28.826548
1060,0.053835,0.062807,9.895706,-0.004446,-0.001290,-0.005854,3.647771,3.647771,-10.130420,28.826307
1061,0.073574,0.103183,9.847255,0.003011,0.004036,-0.005854,3.647208,3.647208,-10.129286,28.826902
1062,0.084341,0.075369,9.882248,0.000881,0.000840,0.003734,3.645942,3.645942,-10.129163,28.827026
1063,0.069088,0.052040,9.898398,0.001946,0.000840,-0.000528,3.646021,3.646021,-10.129908,28.827517
1064,-0.009870,0.034095,9.842769,0.005142,0.004036,-0.004789,3.646959,3.646959,-10.128616,28.826870
1065,-0.039479,0.057424,9.840077,0.004076,-0.007682,-0.003723,3.647228,3.647228,-10.128771,28.827934
1066,-0.024226,0.104080,9.850844,0.003011,-0.008747,0.000538,3.647285,3.647285,-10.130062,28.828436
1067,0.015253,0.047554,9.840975,-0.005511,0.002971,0.004799,3.648705,3.648705,-10.129173,28.827223
1068,0.028712,-0.006281,9.875070,-0.003381,-0.005552,-0.006919,3.647617,3.647617,-10.128730,28.825735
1069,0.058321,0.063704,9.889425,-0.003381,0.000840,-0.007985,3.647676,3.647676,-10.125988,28.822691
1070,0.027815,0.054732,9.866097,0.000881,-0.003421,-0.002658,3.646508,3.646508,-10.127447,28.823889
1071,0.048451,0.084341,9.928007,-0.003381,-0.000225,0.003734,3.646270,3.646270,-10.126489,28.823572
1072,0.046657,0.079855,9.883145,-0.003381,-0.007682,0.000538,3.646589,3.646589,-10.126809,28.822433
1073,0.064602,0.062807,9.864303,-0.003381,0.001906,-0.001593,3.645699,3.645699,-10.128278,28.825531
1074,0.021534,0.034095,9.841871,-0.005511,0.010428,-0.004789,3.645508,3.645508,-10.126238,28.824001
1075,0.065499,0.043965,9.861611,-0.011903,0.004036,0.001603,3.646392,3.646392,-10.127559,28.822151
1076,0.031404,0.004486,9.832002,-0.002315,-0.002356,0.003734,3.646685,3.646685,-10.127170,28.820292
1077,0.008075,0.071780,9.867891,0.000881,-0.001290,-0.002658,3.647518,3.647518,-10.127075,28.820166
1078,0.069088,0.032301,9.819441,-0.000185,-0.001290,0.002668,3.647784,3.647784,-10.125976,28.819519
1079,-0.001794,0.100491,9.860714,-0.002315,0.002971,0.001603,3.646879,3.646879,-10.126464,28.820787
1080,0.070882,0.051143,9.834694,-0.005511,-0.002356,0.002668,3.645493,3.645493,-10.126554,28.822514
1081,0.061013,0.096902,9.902884,0.000881,0.004036,-0.003723,3.645471,3.645471,-10.125714,28.822651
1082,0.018842,0.045759,9.885837,0.005142,0.001906,-0.000528,3.645534,3.645534,-10.124227,28.824118
1083,0.067293,0.046657,9.884042,-0.003381,0.005101,0.004799,3.646451,3.646451,-10.123480,28.822262
1084,0.006281,0.061910,9.903782,-0.001250,-0.004486,0.003734,3.647959,3.647959,-10.124449,28.822264
1085,0.061013,0.013459,9.872378,0.007272,-0.006617,-0.003723,3.646406,3.646406,-10.125833,28.822906
1086,0.019739,0.061910,9.866097,0.004076,-0.005552,-0.000528,3.644861,3.644861,-10.129726,28.825142
1087,0.005383,0.059218,9.848152,0.000881,0.000840,0.003734,3.645840,3.645840,-10.130128,28.824503
1088,0.037684,-0.010767,9.814955,0.004076,-0.004486,0.001603,3.646035,3.646035,-10.129404,28.822649
1089,0.034993,0.078060,9.808674,0.004076,-0.000225,0.007995,3.645910,3.645910,-10.129762,28.822809
1090,0.035890,0.114847,9.866097,-0.003381,0.001906,0.002668,3.645449,3.645449,-10.130217,28.820240
1091,0.048451,0.105875,9.902884,0.009403,0.002971,0.007995,3.645958,3.645958,-10.129945,28.821991
1092,0.026917,0.114847,9.870584,-0.008707,0.007232,0.003734,3.647797,3.647797,-10.128311,28.820827
1093,-0.005383,0.069985,9.849050,-0.009772,0.005101,-0.001593,3.647449,3.647449,-10.127293,28.818588
1094,-0.024226,0.033198,9.863405,-0.008707,0.005101,-0.001593,3.649252,3.649252,-10.125225,28.817196
1095,0.077163,0.040376,9.855330,-0.001250,-0.000225,-0.003723,3.648818,3.648818,-10.127639,28.818018
1096,0.017048,0.057424,9.886734,0.001946,0.007232,-0.005854,3.648131,3.648131,-10.124216,28.817554
1097,0.036787,0.034993,9.871481,-0.002315,0.004036,0.003734,3.648674,3.648674,-10.123128,28.816862
1098,0.042170,0.011664,9.805084,-0.000185,-0.002356,0.006929,3.649161,3.649161,-10.123399,28.815815
1099,0.034993,0.064602,9.855330,0.001946,0.002971,0.006929,3.649359,3.649359,-10.123930,28.815067
1100,-0.005383,0.055629,9.830208,0.001946,-0.000225,0.000538,3.648703,3.648703,-10.123717,28.815676
1101,0.027815,0.030506,9.930698,0.004076,0.007232,0.000538,3.648780,3.648780,-10.123211,28.814819
1102,0.049348,0.056526,9.818543,-0.003381,-0.003421,0.006929,3.649352,3.649352,-10.124084,28.814125
1103,0.010767,0.041273,9.907371,0.000881,0.009363,0.000538,3.648754,3.648754,-10.122515,28.814123
1104,0.070882,0.058321,9.885837,-0.005511,0.000840,-0.005854,3.649339,3.649339,-10.119090,28.811489
1105,0.042170,0.087033,9.846358,-0.000185,0.001906,0.006929,3.649571,3.649571,-10.118807,28.812069
1106,-0.012561,0.087033,9.865200,-0.002315,0.006167,-0.003723,3.650150,3.650150,-10.116905,28.810884
1107,0.006281,0.102286,9.861611,-0.002315,-0.003421,0.001603,3.649278,3.649278,-10.116578,28.811419
1108,0.007178,0.080752,9.797907,0.003011,0.004036,-0.007985,3.649010,3.649010,-10.117691,28.812700
1109,0.022431,0.039479,9.857124,-0.002315,-0.003421,-0.003723,3.648417,3.648417,-10.118626,28.812819
1110,0.043068,0.050246,9.901090,0.004076,0.000840,-0.002658,3.648602,3.648602,-10.118177,28.812801
1111,-0.008075,0.076266,9.864303,-0.005511,0.005101,0.001603,3.649041,3.649041,-10.118282,28.812605
1112,-0.017945,0.057424,9.738688,0.005142,0.004036,0.007995,3.650327,3.650327,-10.116626,28.812153
1113,0.013459,0.107669,9.812263,-0.008707,0.000840,0.003734,3.651274,3.651274,-10.113813,28.811272
1114,0.064602,0.078060,9.799701,-0.004446,0.000840,-0.001593,3.649753,3.649753,-10.113132,28.810944
1115,0.054732,0.030506,9.779064,-0.000185,-0.003421,-0.004789,3.649479,3.649479,-10.111740,28.810524
1116,0.087033,0.047554,9.875967,-0.007642,0.005101,-0.000528,3.649293,3.649293,-10.112204,28.810936
1117,0.057424,0.026917,9.880453,0.003011,0.006167,0.001603,3.650143,3.650143,-10.109061,28.810930
1118,-0.003589,0.083444,9.834694,-0.002315,-0.001290,-0.003723,3.649070,3.649070,-10.109596,28.812222
1119,0.020637,0.074471,9.804188,0.008338,-0.006617,-0.001593,3.647828,3.647828,-10.110175,28.813543
1120,0.021534,0.034993,9.837385,0.007272,0.001906,-0.000528,3.649490,3.649490,-10.110117,28.814125
1121,0.025123,0.057424,9.868789,-0.000185,-0.006617,0.006929,3.649580,3.649580,-10.110588,28.815094
1122,0.046657,0.086135,9.821235,0.001946,-0.000225,0.001603,3.649935,3.649935,-10.111344,28.814920
1123,-0.007178,-0.008972,9.928905,-0.001250,0.001906,-0.003723,3.648224,3.648224,-10.111257,28.817923
1124,-0.041273,0.092416,9.943260,0.008338,-0.002356,0.000538,3.648126,3.648126,-10.113574,28.820997
1125,0.044862,0.079855,9.897501,-0.006577,0.004036,0.000538,3.646078,3.646078,-10.113580,28.819302
1126,0.060115,0.113053,9.889425,-0.004446,-0.001290,0.000538,3.646201,3.646201,-10.111985,28.818808
1127,0.026917,0.034095,9.893911,-0.001250,0.002971,-0.001593,3.645164,3.645164,-10.112961,28.817429
1128,0.054732,0.087930,9.889425,-0.001250,-0.003421,-0.001593,3.644640,3.644640,-10.112268,28.817299
1129,0.034993,0.063704,9.881351,-0.002315,0.002971,-0.000528,3.644630,3.644630,-10.111156,28.818281
1130,0.053835,0.034993,9.852638,-0.006577,0.005101,-0.000528,3.646027,3.646027,-10.110811,28.815130
1131,0.020637,0.024226,9.834694,-0.002315,0.004036,-0.002658,3.646561,3.646561,-10.111249,28.813473
1132,0.006281,0.076266,9.828413,-0.003381,-0.005552,-0.000528,3.646727,3.646727,-10.112597,28.812243
1133,-0.017945,0.066396,9.829310,-0.001250,-0.009813,0.005864,3.646234,3.646234,-10.115120,28.814421
1134,0.017945,0.087930,9.892118,-0.002315,0.001906,0.001603,3.646047,3.646047,-10.115581,28.813860
1135,0.026917,0.065499,9.846358,0.000881,0.005101,0.002668,3.647071,3.647071,-10.114893,28.813206
1136,0.082546,0.084341,9.910959,0.001946,0.002971,0.001603,3.644765,3.644765,-10.117120,28.815807
1137,-0.006281,0.063704,9.806879,-0.003381,0.006167,-0.004789,3.646149,3.646149,-10.115796,28.814732
1138,0.032301,0.064602,9.887631,-0.000185,0.001906,-0.000528,3.646426,3.646426,-10.114424,28.816401
1139,0.015253,0.035890,9.912754,-0.002315,-0.004486,0.000538,3.645990,3.645990,-10.115584,28.815762
1140,0.034095,0.064602,9.910959,0.006207,0.001906,0.001603,3.646993,3.646993,-10.116693,28.817059
1141,-0.014356,0.089724,9.885837,-0.000185,0.004036,0.004799,3.648150,3.648150,-10.115521,28.814920
1142,0.015253,0.051143,9.834694,-0.000185,-0.001290,0.003734,3.648827,3.648827,-10.115203,28.814823
1143,-0.026917,0.054732,9.764709,0.000881,-0.003421,0.003734,3.650029,3.650029,-10.114196,28.815231
1144,-0.038582,0.097800,9.858022,-0.001250,0.001906,0.001603,3.649687,3.649687,-10.114434,28.816879
1145,0.047554,0.124717,9.866097,0.004076,0.008297,0.003734,3.650708,3.650708,-10.112497,28.818304
1146,-0.000897,0.097800,9.851742,0.000881,-0.003421,0.000538,3.649250,3.649250,-10.112962,28.818817
1147,0.012561,0.096902,9.860714,-0.007642,-0.005552,-0.001593,3.648479,3.648479,-10.114218,28.818480
1148,0.083444,0.037684,9.898398,-0.004446,0.002971,0.005864,3.649576,3.649576,-10.114404,28.815620
1149,0.069088,0.087033,9.884939,-0.001250,0.006167,-0.000528,3.649358,3.649358,-10.115682,28.816893
1150,0.036787,0.070882,9.881351,-0.008707,0.004036,0.000538,3.648345,3.648345,-10.116114,28.816118
1151,-0.008972,0.091519,9.840077,-0.005511,-0.000225,-0.002658,3.648100,3.648100,-10.116683,28.817516
1152,0.050246,0.006281,9.868789,0.001946,-0.003421,-0.000528,3.647429,3.647429,-10.115490,28.816916
1153,0.004486,0.049348,9.849050,-0.000185,-0.005552,0.002668,3.648143,3.648143,-10.115609,28.818022
1154,0.047554,0.040376,9.882248,0.008338,-0.004486,0.005864,3.649962,3.649962,-10.115773,28.817722
1155,0.029609,0.036787,9.852638,-0.001250,-0.000225,0.001603,3.648131,3.648131,-10.115898,28.818672
1156,-0.043965,0.045759,9.864303,0.003011,-0.000225,0.003734,3.650028,3.650028,-10.114155,28.818464
1157,-0.022431,0.043965,9.872378,-0.005511,-0.000225,0.002668,3.650611,3.650611,-10.114758,28.817286
1158,0.011664,0.060115,9.874172,-0.001250,-0.008747,0.001603,3.650429,3.650429,-10.116471,28.818787
1159,-0.064602,0.110361,9.873275,-0.001250,0.001906,-0.000528,3.650730,3.650730,-10.114557,28.819359
1160,0.014356,0.130998,9.847255,-0.000185,-0.003421,0.002668,3.650008,3.650008,-10.115979,28.820715
1161,0.026917,0.092416,9.872378,-0.001250,-0.000225,0.003734,3.650443,3.650443,-10.114834,28.818703
1162,-0.015253,0.062807,9.815851,-0.000185,-0.000225,-0.001593,3.649674,3.649674,-10.117343,28.819464
1163,0.061013,0.051143,9.891220,0.000881,-0.003421,0.002668,3.649190,3.649190,-10.118339,28.820667
1164,0.027815,0.024226,9.772784,0.000881,0.000840,-0.001593,3.649756,3.649756,-10.116705,28.820692
1165,0.043965,-0.028712,9.865200,-0.007642,0.005101,0.005864,3.650683,3.650683,-10.115688,28.820671
1166,0.022431,0.072677,9.840975,0.003011,0.001906,-0.004789,3.651226,3.651226,-10.114600,28.819735
1167,0.043965,0.014356,9.874172,-0.005511,0.004036,-0.005854,3.652522,3.652522,-10.111422,28.817703
1168,0.036787,0.032301,9.857124,-0.005511,-0.003421,0.003734,3.652565,3.652565,-10.111728,28.817339
1169,-0.017048,0.070882,9.919931,-0.001250,0.005101,0.003734,3.652751,3.652751,-10.112532,28.817688
1170,0.065499,0.095108,9.858022,-0.004446,0.010428,0.006929,3.653813,3.653813,-10.112283,28.816664
1171,0.055629,0.077163,9.844563,-0.002315,0.001906,0.003734,3.652788,3.652788,-10.112984,28.817350
1172,0.018842,0.087930,9.864303,-0.002315,0.005101,0.002668,3.652271,3.652271,-10.110765,28.816475
1173,0.003589,0.067293,9.889425,-0.003381,-0.001290,0.004799,3.651231,3.651231,-10.110484,28.815697
1174,0.037684,0.049348,9.865200,0.001946,0.000840,0.002668,3.652281,3.652281,-10.110508,28.816504
1175,0.028712,-0.004486,9.844563,-0.002315,0.000840,0.000538,3.651648,3.651648,-10.109755,28.816389
1176,0.027815,0.063704,9.868789,0.007272,0.002971,0.006929,3.654101,3.654101,-10.109289,28.817066
1177,-0.014356,-0.014356,9.906473,-0.009772,-0.001290,0.003734,3.654981,3.654981,-10.108108,28.817169
1178,0.020637,0.054732,9.856228,0.007272,0.000840,0.003734,3.656087,3.656087,-10.106771,28.816381
1179,0.051143,0.045759,9.911857,0.003011,-0.002356,0.003734,3.656887,3.656887,-10.107489,28.818073
1180,0.009870,0.097800,9.858022,-0.000185,0.004036,-0.004789,3.656906,3.656906,-10.103059,28.816139
1181,0.037684,0.082546,9.885837,0.003011,-0.001290,-0.004789,3.656324,3.656324,-10.103723,28.816133
1182,0.019739,0.054732,9.867891,-0.001250,0.004036,-0.000528,3.656708,3.656708,-10.101160,28.815722
1183,0.036787,0.082546,9.808674,-0.005511,-0.004486,-0.005854,3.655308,3.655308,-10.100266,28.816467
1184,0.082546,0.014356,9.884939,0.001946,0.001906,0.001603,3.655551,3.655551,-10.099709,28.815582
1185,0.052040,0.063704,9.820338,0.000881,-0.001290,0.001603,3.656784,3.656784,-10.100666,28.814899
1186,-0.006281,0.042170,9.855330,0.000881,-0.000225,-0.003723,3.657256,3.657256,-10.099955,28.815681
1187,-0.017048,0.051143,9.848152,0.005142,0.005101,0.009060,3.658402,3.658402,-10.100307,28.815863
1188,-0.032301,0.052937,9.892118,-0.001250,0.004036,-0.002658,3.658362,3.658362,-10.101264,28.815031
1189,-0.011664,0.093313,9.839180,-0.004446,0.004036,0.001603,3.659807,3.659807,-10.101086,28.813328
1190,0.035890,0.099594,9.849947,-0.002315,-0.002356,0.003734,3.660436,3.660436,-10.100600,28.813967
1191,0.086135,0.031404,9.858919,0.000881,0.005101,-0.000528,3.661269,3.661269,-10.100503,28.815170
1192,0.009870,0.026917,9.824824,-0.006577,0.008297,0.000538,3.660932,3.660932,-10.097967,28.814402
1193,0.043965,-0.001794,9.837385,-0.004446,0.007232,-0.002658,3.661688,3.661688,-10.095748,28.812103
1194,0.043965,0.068191,9.866995,-0.001250,-0.000225,0.007995,3.662187,3.662187,-10.096997,28.812145
1195,0.117539,0.078060,9.829310,0.001946,-0.001290,0.000538,3.660789,3.660789,-10.097357,28.814844
1196,-0.019739,0.047554,9.836488,0.000881,-0.005552,-0.000528,3.661229,3.661229,-10.098718,28.813566
1197,0.033198,0.051143,9.901090,-0.002315,0.005101,0.001603,3.660944,3.660944,-10.097596,28.815699
1198,0.041273,0.084341,9.770989,-0.000185,0.004036,-0.001593,3.662301,3.662301,-10.095563,28.815596
1199,-0.013459,0.069985,9.844563,-0.000185,-0.007682,0.001603,3.660835,3.660835,-10.097555,28.815996
1200,0.035890,0.070882,9.877762,-0.001250,-0.000225,0.001603,3.660581,3.660581,-10.099646,28.816292
1201,0.034095,0.033198,9.871481,0.003011,-0.004486,-0.001593,3.659568,3.659568,-10.100075,28.817947
1202,0.074471,0.036787,9.919035,0.000881,0.000840,-0.004789,3.657562,3.657562,-10.101771,28.818316
1203,0.005383,0.060115,9.849947,0.006207,-0.003421,0.005864,3.657628,3.657628,-10.102788,28.817339
1204,0.031404,0.083444,9.884939,-0.000185,0.005101,-0.002658,3.657690,3.657690,-10.101299,28.817226
1205,-0.008075,0.030506,9.875070,-0.000185,0.002971,0.009060,3.659901,3.659901,-10.100007,28.816124
1206,0.034993,0.042170,9.837385,-0.007642,0.002971,0.000538,3.659801,3.659801,-10.101074,28.815302
1207,-0.051143,0.063704,9.884042,0.005142,-0.006617,0.001603,3.658679,3.658679,-10.101446,28.815273
1208,0.076266,0.008075,9.713566,0.000881,-0.000225,-0.000528,3.659009,3.659009,-10.101494,28.816448
1209,0.041273,0.009870,9.793421,0.001946,-0.005552,0.006929,3.659049,3.659049,-10.100549,28.815113
1210,0.065499,0.078060,9.843666,-0.000185,0.004036,-0.001593,3.660278,3.660278,-10.100249,28.816366
1211,0.006281,0.064602,9.883145,-0.006577,0.008297,0.000538,3.660675,3.660675,-10.098665,28.815578
1212,-0.005383,0.026917,9.852638,0.000881,0.000840,0.001603,3.660400,3.660400,-10.097274,28.813942
1213,0.051143,0.035890,9.866995,-0.002315,0.000840,-0.000528,3.660799,3.660799,-10.095693,28.813288
1214,0.098697,0.073574,9.857124,-0.002315,-0.003421,0.001603,3.659768,3.659768,-10.099169,28.814810
1215,-0.000897,0.093313,9.893911,-0.000185,0.000840,0.001603,3.659989,3.659989,-10.099158,28.814783
1216,0.143559,0.066396,9.875967,-0.000185,-0.002356,0.001603,3.661930,3.661930,-10.100361,28.813980
1217,0.060115,0.056526,9.870584,0.007272,0.002971,-0.000528,3.660402,3.660402,-10.101206,28.815973
1218,-0.002692,0.023328,9.718052,0.010468,-0.003421,-0.001593,3.659331,3.659331,-10.102991,28.816660
1219,0.001794,0.045759,9.766503,0.001946,-0.002356,0.000538,3.659709,3.659709,-10.103207,28.817711
1220,-0.015253,0.066396,9.849947,-0.002315,0.004036,-0.009050,3.658012,3.658012,-10.104095,28.816685
1221,0.026020,0.041273,9.794317,0.001946,0.002971,-0.001593,3.660111,3.660111,-10.101493,28.815599
1222,0.034993,0.066396,9.866995,0.001946,0.002971,-0.004789,3.657392,3.657392,-10.101688,28.818035
1223,0.041273,0.082546,9.904678,0.004076,-0.005552,-0.006919,3.656505,3.656505,-10.104412,28.817966
1224,0.035890,0.051143,9.864303,-0.004446,-0.002356,0.001603,3.656276,3.656276,-10.107213,28.816439
1225,0.050246,0.092416,9.868789,-0.002315,-0.007682,0.002668,3.656552,3.656552,-10.109871,28.817255
1226,0.043965,0.092416,9.819441,0.003011,0.004036,0.000538,3.657017,3.657017,-10.110688,28.818655
1227,0.017048,0.061910,9.895706,0.001946,0.009363,0.003734,3.657767,3.657767,-10.111242,28.819878
1228,-0.006281,0.035890,9.824824,-0.000185,0.011493,-0.002658,3.658045,3.658045,-10.109870,28.820692
1229,0.011664,0.046657,9.873275,-0.000185,-0.000225,-0.004789,3.658348,3.658348,-10.109209,28.821024
1230,0.043068,0.084341,9.813160,0.003011,0.004036,0.001603,3.658202,3.658202,-10.111362,28.821917
1231,-0.005383,0.078957,9.877762,-0.000185,-0.000225,0.000538,3.657678,3.657678,-10.110666,28.821295
1232,0.025123,0.101389,9.907371,-0.001250,-0.001290,0.001603,3.656989,3.656989,-10.111272,28.821680
1233,0.028712,0.056526,9.910062,-0.003381,0.000840,0.004799,3.656339,3.656339,-10.113564,28.821924
1234,0.033198,0.050246,9.895706,-0.002315,-0.002356,-0.000528,3.656128,3.656128,-10.113321,28.824297
1235,0.046657,0.069985,9.823927,-0.002315,0.002971,0.004799,3.657072,3.657072,-10.114539,28.821836
1236,0.049348,0.104978,9.899295,-0.003381,0.004036,0.007995,3.657111,3.657111,-10.113596,28.823185
1237,-0.001794,0.066396,9.838283,-0.003381,0.000840,0.001603,3.658160,3.658160,-10.113618,28.822769
1238,0.021534,0.064602,9.826618,-0.007642,-0.002356,-0.004789,3.656955,3.656955,-10.114636,28.823114
1239,0.015253,0.103183,9.844563,0.003011,-0.000225,-0.002658,3.658574,3.658574,-10.111634,28.824434
